variant,pid,seed,prompt,subset,n_frames,flow_total,flow_global,flow_residual,residual_frac,flow_total_p95,residual_autocorr,zoom_abs,dynamic_degree_score,dynamic_degree,subject_consistency,background_consistency,temporal_flicker,warp_error,sharpness,colorfulness,clip_t,vqascore,vqa_yes,vqa_min_q,warp_error_adj
S-cf,P23,2,"an astronaut riding a horse on the moon, with the Earth visible in the sky",rare,81,1.1715517276898026,1.0406845536082983,0.32695367680862547,0.27907721870388963,2.9869916677474975,0.6103319840391461,0.000998011943477195,2.578307193517685,0.0,0.9744311571121216,0.9881853461265564,0.9779301881790161,0.00822553775506094,1005.7276590272903,44.039424896240234,0.28478366136550903,0.551968514919281,0.6729250351587931,0.5892450213432312,-0.34264479039556583
S-cf,P07,1,A tranquil tableau of a picturesque barn was painted a warm shade of red and nestled in a picturesque meadow,general,81,0.08551137717440724,0.0698446606984362,0.035004264186136426,0.40934734061647343,0.20788861364126202,0.7588268461013237,6.270323003718659e-05,0.17364340852946042,0.0,0.996853768825531,0.99859219789505,0.9943556785583496,0.004044049073127098,859.712831496743,101.37289428710938,0.27135446667671204,0.7418175935745239,0.6681330502033234,0.5534563660621643,-0.6461111209678956
S-cf,P21,3,three children chasing each other around a fountain in a city square,multi,81,0.5520646054297685,0.25452100815600714,0.3680686978623271,0.6667118803313155,1.2224509596824646,0.5511191749590364,0.00027722632096356393,4.756221956014633,0.0,0.9519609808921814,0.9696370959281921,0.9813114404678345,0.012623309635091572,753.015879369268,58.77961349487305,0.3092336356639862,0.6870676279067993,0.6890893578529358,0.6218123435974121,0.28246373070453323
S-cf,P24,2,a panda playing a violin on a stage under spotlights,rare,81,1.6623739130795,0.43322020798223093,1.4619541719555855,0.87943709956941,3.003211450576782,0.05574163749552443,0.0007739935188737946,19.21003155708313,1.0,0.9657014012336731,0.9915885925292969,0.9641566872596741,0.017892805219162256,599.2741240249366,60.534976959228516,0.3255120515823364,0.6409605741500854,0.6758739948272705,0.5942802429199219,0.3150087172405769
S-cf,P05,3,A person is playing guitar,general,81,1.5162683818489313,0.6902473357040435,1.2389695586636662,0.8171170462816264,3.125656354427336,0.279877879340092,0.0009589224848696176,10.694847083091735,0.0,0.9943954348564148,0.9826381802558899,0.9717739224433899,0.01250148854451254,812.340464000222,91.26728057861328,0.22135090827941895,0.7149819731712341,0.6202064752578735,0.6202064752578735,-0.010437258035936203
S-cf,P29,3,a full glass of water tipping over on a table and spilling across the surface,physics,81,1.473317649681121,0.27067027408629657,1.3907550705596805,0.9439608131348163,3.5206127285957334,0.338195916865172,0.0006993149822847045,12.45032957792282,1.0,0.8451701998710632,0.9566543698310852,0.9771254658699036,0.014412638556677848,305.5966654088293,52.36308288574219,0.25298649072647095,0.5444965362548828,0.6634628375371298,0.4842492341995239,0.14190076976615007
S-cf,P24,0,a panda playing a violin on a stage under spotlights,rare,81,0.7487946711480618,0.11076056349556893,0.7121345132589341,0.9510398372991147,1.4291981458663938,0.31131059013111906,0.00032215587104929,9.850741231441498,0.0,0.9842490553855896,0.9965721368789673,0.9793885946273804,0.011990139400586486,496.7250611048601,53.93043518066406,0.32390522956848145,0.6476930379867554,0.674932579199473,0.5950102806091309,0.16106029556803225
S-cf,P08,2,"In a still frame, a stop sign",general,81,0.35944265392608943,0.11917283148504794,0.3425918382126838,0.9531169474566081,2.111846017837524,0.47536237895252986,0.00036038073819781856,3.5815449012443423,0.0,0.969502866268158,0.9474251866340637,0.9867371916770935,0.007928248049574904,466.0388878548567,136.79258728027344,0.18101021647453308,0.6389544010162354,0.5808613300323486,0.5808613300323486,-0.10493581522244089
S-cf,P25,0,a giraffe wearing sunglasses roller-skating down a boardwalk,rare,81,4.43181183040142,2.390534221753478,3.486292339861393,0.7866515291318418,8.388964080810545,-0.004162776613874301,0.012581763385242084,26.191323041915894,1.0,0.9187986254692078,0.970772922039032,0.9385668635368347,0.02455011857673526,553.2217017873097,95.08552551269531,0.3240918219089508,0.7583612203598022,0.7849187850952148,0.7405664920806885,0.21338114134694885
S-cf,P23,3,"an astronaut riding a horse on the moon, with the Earth visible in the sky",rare,81,0.24826119458302856,0.03574472174514085,0.22805117387324572,0.918590018332318,0.45215736925601957,0.3107932417637496,3.4567999716728084e-05,2.9032328009605406,0.0,0.9632720351219177,0.9874303936958313,0.9867951273918152,0.007209263782715425,877.9644929752527,43.3194465637207,0.30129557847976685,0.49173831939697266,0.6268328030904134,0.5457000136375427,-0.14997942913255802
